Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn In,Aboard,Fatalities,Ground,Summary,City,state/country,country,
2/10/05,,"Lebec, California",Action Air Express Inc. - Air Taxi,-,,Cessna P210N,,,2,2,,,Lebec, California,,
2/16/05,,"Near Pueblo, Colorado",Circuit City Stores - Charter,,,Cessna 560 Citation V,,,8,8,,,Near Pueblo, Colorado,,
2/22/05,,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,,,de Havilland DHC-6 Twin Otter 300,,,13,2,,,Bimin, Papua, New Guinea,
2/22/05,,,Indonesian National Police,,,CASA 212 Aviocar,,,18,15,,,,,,
3/8/05,,"Chrallave, Venezuela",Air Global,,,Cessna 500 Citation I,,,2,2,,,Chrallave, Venezuela,,
3/15/05,,"Off Campbeltown, United Kingdom",Loganair,,,Pilatus-Britten Norman BN-2B-26 Islander,,,2,2,,,Off Campbeltown, United Kingdom,,
3/16/05,,"Varandey, Russia",Regional Airlines,,,Antonov 24,,,52,28,,,Varandey, Russia,,
3/23/05,,"Off Mwanza, Tanzania",Air Transport,,,Ilyushin IL-76TD,,,8,8,,,Off Mwanza, Tanzania,,
3/26/05,,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,,,Let-410UVP-E,,,14,8,,,El Embrujo, Providencia Island, Colombia,
3/31/05,,"Near Rovie, Albania",Military - U.S. Air Force,,,Lockheed Hercules MC-130H,,,9,9,,,Near Rovie, Albania,,
4/12/05,,"Enarotali, Indonesia",GT Air,,,de Havilland Canada DHC-6 Twin Otter 100,,,18,18,,,Enarotali, Indonesia,,
4/20/05,,"Tehran, Iran",Saha Airline Services,,,Boeing B-707-3J9C,,,169,3,,,Tehran, Iran,,
4/28/05,,"Pisco, Peru",Military - Fuerza Del Peru,,,Let 410UVP,,,13,13,,,Pisco, Peru,,
5/2/05,,"Taranaki, New Zealand",Airwork,,,Swearingen SA227AC Metro III,,,2,2,,,Taranaki, New Zealand,,
5/5/05,,"Near Kisangani, DemocratiRepubliCongo",Kisangani Airlift,,,Antonov AN-26,,,11,10,,,Near Kisangani, DemocratiRepubliCongo,,
5/7/05,,"Lockhart River, Queensland, Australia",Aero-Tropics,,,Swearingen SA-227AC Metro III,,,15,15,,,Lockhart River, Queensland, Australia,
5/16/05,,"El Portezulo, Argentina",Transportes Aereos Don Carlos - Charter,,,Beech 65-A80 Queenaire,,,10,10,,,El Portezulo, Argentina,,
5/18/05,,"Mongu, Zambia",Military - Zambia Air Force,,,Yunshuji Y-12,,,13,13,,,Mongu, Zambia,,
5/25/05,,"Walungu, Congo",Charter - Maniema Union (owner Victoria Air),,,Antonov AN-12BP,,,27,27,,,Walungu, Congo,,
6/2/05,,"Khartoom, Sudan",Marsland Aviation,430,,Antonov AN-24B,,,42,7,,,Khartoom, Sudan,,
7/16/05,,"Baney, Equatorial Guinea",Ecuatair,,,Antonov AN-24B,,,60,60,,,Baney, Equatorial Guinea,,
8/2/05,,"Toronto, Canada",Air France,358,,Airbus A-340,,,309,0,,,Toronto, Canada,,
8/6/05,,"Off Palermo, Italy",Tuninter,1153,,ATR-72-202,,,39,16,,,Off Palermo, Italy,,
8/10/05,,"Off Talinn, Estonia",Copterline,,,Sikorsky S-76C,,,14,14,,,Off Talinn, Estonia,,
8/14/05,,"Near Grammatikos, Greece",Helios Airways,522,,Boeing 737-31S,,,121,121,,,Near Grammatikos, Greece,,
8/16/05,,"Near La Cucharita, Venezuela",West Caribbean Airways,,,McDonnell Douglas MD-82,,,160,160,,,Near La Cucharita, Venezuela,,
8/23/05,,"Near Pucallpa, Peru",TANS Peru,204,,Boeing B-737-244,,,98,40,,,Near Pucallpa, Peru,,
9/5/05,,"Isiro, DemoctratiRepubliCongo",Kavatshi Airlines,,,Antonov 26B,,,11,11,,,Isiro, DemoctratiRepubliCongo,,
9/5/05,,"Medan, Indonesia",Mandala Airlines,91,,Boeing 737-230,,,117,99,,,Medan, Indonesia,,
9/9/05,,"Near Brazzaville, Congo",Air Kasai,,,Antonov AN-26A,,,14,14,,,Near Brazzaville, Congo,,
9/15/05,,"Alto da Boa Vista, Brazil",Via̤ao Cometa,,,Cessna 525 CitationJet I,,,2,2,,,Alto da Boa Vista, Brazil,,
9/16/05,,"San Juan de Manapiare, Venezuela",Wayumi Air Taxi,,,Cessna 207 Skywagon,,,4,4,,,San Juan de Manapiare, Venezuela,,
9/23/05,,"Haena, Hawaii","Heli-USA Airways, In- Air Taxi",,,Aerospatiale AS-350BA,,,6,4,,,Haena, Hawaii,,
10/4/05,,"Aru, DemocratiRepubliCogo",Wimbi Dira Airways,,,Antonov 12V,,,100,2,,,Aru, DemocratiRepubliCogo,,
10/6/05,,"Winnipeg, Canada",Morningstar Air Express,8060,,Cessna 208B,,,1,1,,,Winnipeg, Canada,,
10/22/05,,"Lisa, Nigeria",Bellview Airlines,3210,,Boeing B-737-2L9,,,117,117,,,Lisa, Nigeria,,
11/19/05,,"Stupino, Russia",Ivolga Avia,,,Cessna 208B Grand Caravan I,,,8,8,,,Stupino, Russia,,
12/6/05,,"Tehran, Iran",Military - IslamiRepubliof Iran Air Force,,,Lockheed C-130B Hercules,,,94,94,,,Tehran, Iran,,
12/8/05,,"Chicago, Illinois",Southwest Airlines,1248,,Boeing B-737-7H4,,,103,0,,,Chicago, Illinois,,
12/10/05,,"Near Port Harcourt, Nigeria",Sosoliso Airlines,1145,,McDonnell DC-9-32,,,109,108,,,Near Port Harcourt, Nigeria,,
12/19/05,,"Off Miami Beach, Florida",Chalk's Ocean Airways,101,,Grumman G73T Turbo Mallard,,,20,20,,,Off Miami Beach, Florida,,
12/23/05,,"Nardaran, Azerbaijan",Azerbaijan Airlines,217,,Antonov AN-140-100,,,23,23,,,Nardaran, Azerbaijan,,
11/17/06,,"Puncak Jaya, Indonesia",Trigana Air Service,,,de Havilland Canada DHC-6 Twin Otter 300,,,12,12,,,Puncak Jaya, Indonesia,,
12/28/05,,"Truckee, California",Skyward Aviation,,,Gates Learjet 35A,,,2,2,,,Truckee, California,,
1/2/06,,Near Karkov,Evolga,,,British Aerospace BAe-125-700A,,,3,3,,,Near Karkov,,,
1/8/06,,"Bukalaza, Uganda",Service Air,,,Antonov 12,,,6,6,,,Bukalaza, Uganda,,
1/19/06,,"Near Telkibanya, Hungary",Military - Slovak Air Force,,,Antonov AN-24V,,,43,42,,,Near Telkibanya, Hungary,,
1/21/06,,"Near Port Alberni, British Columbia, Canada",SoniBlue Airways,604,,Cessna 208B Grand Caravan,,,8,3,,,Near Port Alberni, British Columbia, Canada,
2/5/06,,"Near Watertown, Wisconson",Air Cargo Carriers,,,Shorts 360-100 /Shorts 360-300,,,3,3,,,Near Watertown, Wisconson,,
2/8/06,,"Near Paris, Tennessee",TriCoastal Air,,,Swearingen SA.226TC Metro II,,,1,1,,,Near Paris, Tennessee,,
3/7/06,,"Labiano, Spain",Aerovalles,,,Cessna 421C Golden Eagle III,,,6,6,,,Labiano, Spain,,
3/9/06,,"Near La Paz, Bolivia",Military - Fuerza A̩rea Argentina,,,Learjet 35A,,,6,6,,,Near La Paz, Bolivia,,
3/18/06,,"Butte, Montana",Ameriflight,,,Beechcraft C99,,,2,2,,,Butte, Montana,,
3/24/06,,"Cuenca, Ecuador",ATESA,,,Cessna 208B Grand Caravan,,,14,5,,,Cuenca, Ecuador,,
3/31/06,,"Rio Bonito, Brazil",Team Air,6865,,Let L410UVP-E20,,,19,19,,,Rio Bonito, Brazil,,
4/10/06,,"Marsabit, Kenya",Military - Kenya Air Force,,,Harbin Yunshuji Y-12-II,,,17,14,,,Marsabit, Kenya,,
4/23/06,,"Kouss̩ri, Cameroon",Military - Lybian Arab Air Force,,,Antonov 74TK-200,,,6,6,,,Kouss̩ri, Cameroon,,
4/23/06,,"Near Tersky, Russia",Yug Avia,,,,,,5,4,,,Near Tersky, Russia,,
4/24/06,,"Lashkar Gah, Afghanistan",U.S. Government (leased),,,Antonov AN-32B,,,16,2,,,Lashkar Gah, Afghanistan,,
4/28/06,,"Peak Margarita, Uganda",King Air Charter,,,Cessna 208B Grand Caravan,,,3,3,,,Peak Margarita, Uganda,,
5/3/06,,"Off Sochi, Russia",Armavia,967,,Airbus A320-211,,,113,113,,,Off Sochi, Russia,,
5/14/06,,"La Ronge, Saskatchewan",Saskatchewan Government Northern Air Operations,,,Convair CV-580,,,3,1,,,La Ronge, Saskatchewan,,
5/23/06,,Off Ṣo Tom̩ Island,Air Ṣo Tom̩,,,de Havilland Canada DHC-6 Twin Otter 300,,,4,4,,,Off Ṣo Tom̩ Island,,,
6/2/06,,"Groton, Connecticut",International Jet Charter,,,Learjet 35A,,,5,2,,,Groton, Connecticut,,
6/3/06,,"Yaocun, China",Military - Chinese Air Force,,,KJ-2000,,,40,40,,,Yaocun, China,,
6/8/06,,"Mullan, Idaho",Air Taxi - MajestiAlliance,,,Cessna TU206G,,,2,2,,,Mullan, Idaho,,
6/11/06,,"Ab̩ch̩, Chad",Military - Chadian Air Force,,,Lockheed C-130 Hercules,,,7,5,,,Ab̩ch̩, Chad,,
6/21/06,,"Jumla, Napal",Yeti Airlines,,,de Havilland Canada DHC-6 Twin Otter 300,,,9,9,,,Jumla, Napal,,
6/30/06,,"Vilanculos, Mozambique",Naturelink,,,Cessna 208B Grand Caravan,,,3,1,,,Vilanculos, Mozambique,,
7/2/06,,"Hamburg, Germany",Himmelsschreiber,,,de Havilland DHC-2 Beaver,,,6,5,,,Hamburg, Germany,,
7/7/06,,"Sake, DemocratiRepubliCongo",Mango Airlines,,,Antonov AN-12B,,,5,5,,,Sake, DemocratiRepubliCongo,,
7/9/06,,"Irkutsk, Russia",Sibir (S7),778,,Airbus A-310-324ET,,,203,128,,,Irkutsk, Russia,,
7/10/06,,"Multan, Pakistan",Pakistan International Airlines,688,,Fokker F-27 Friendship 200,,,45,45,,,Multan, Pakistan,,
8/3/06,,"Bukavu, DemocratiRepubliCongo",Tracep,,,Antonov AN-28,,,17,17,,,Bukavu, DemocratiRepubliCongo,,
11/18/06,,"Near Leticia, Colombia",Aerosucre Colombia,,,Boeing 727-23F,,,5,5,,,Near Leticia, Colombia,,
8/4/06,,"Near Pownal, Vermont",AirNow,59,,Embraer 110 Bandeirante,,,1,1,,,Near Pownal, Vermont,,
8/13/06,,"Near Piacenza, Italy",Air Algerie,2208,,Lockheed L-100-30 Hercules,,,3,3,,,Near Piacenza, Italy,,
8/22/06,,"Near Donetsk, Ukraine",Pulkovo Airlines,612,,Tupolev Tu-154M,,,170,170,,,Near Donetsk, Ukraine,,
8/27/06,,"Lexington, Kentucky",Comair,5191,,Canadair CRJ-200ER,,,50,49,,,Lexington, Kentucky,,
9/1/06,,"Mahad, Iran",Iran Air Tours,,,Tupolev Tu-154M,,,148,29,,,Mahad, Iran,,
9/2/06,,"Near Kandahar, Afghanistan",Military - Royal Air Force,,,British Aerospace Nimrod MR-2,,,14,14,,,Near Kandahar, Afghanistan,,
9/11/06,,"Vladikavkaz, Russia",Military - Russian Army,,,Mi-8 helicopter,,,15,12,,,Vladikavkaz, Russia,,
9/17/06,,"Vandeikya, Nigeria",Military - Nigerian Air Force,,,Dornier 228,,,18,13,,,Vandeikya, Nigeria,,
9/29/06,,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,1907,,Boeing B-737-8EH /EMB-135JB,,,161,154,,,Near Sao Felix do Araguaia , Brazil,,
10/10/06,,"Stord, Norway",AtlantiAirways,670,,BAe 146-200,,,16,4,,,Stord, Norway,,
10/19/06,,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,,,Antonov An-2,,,15,15,,,Tashkent, Russia,,
10/29/06,,"Near Abuja, Nigeria",ADC Airlines,53,,Boeing 737-2B7,,,105,96,,,Near Abuja, Nigeria,,
12/10/06,,"Cajon Pass, California",Air ambulance - Mercy Air Services,,,Bell 412,,,3,3,,,Cajon Pass, California,,
12/14/06,,"Near Port Heiden, Alaska",PenAir,,,Piper PA-32-301 Cherokee,,,2,2,,,Near Port Heiden, Alaska,,
12/16/06,,"Mbeya, Tanzania",Air Charter - Tanzanian Air Services,,,Cessna 310R,,,6,3,,,Mbeya, Tanzania,,
1/1/07,,"Off Parepare, Indonesia",Adam Air,574,,Boeing B-737-4Q8,,,102,102,,,Off Parepare, Indonesia,,
1/5/07,,"Matabwe, Tanzania",DJB Air Charter,,,Piper PA-31-310,,,10,1,,,Matabwe, Tanzania,,
1/9/07,,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,,,Antonov 26B-100,,,35,34,,,Near Balad Air Base, Iraq,,
1/10/07,,"Zapotlanejo, Mexico",Ameristar Jet Charter,,,Learjet 24F,,,2,2,,,Zapotlanejo, Mexico,,
1/12/07,,"Van Nuys, California",SunQuest Executive Air Charter,,,Cessna Citation 525,,,2,2,,,Van Nuys, California,,
1/20/07,,"Near Baghdad, Iraq",Military - US Army,,,Sikorsky UH-60L Black Hawk,,,12,12,,,Near Baghdad, Iraq,,
1/25/07,,"Pau, France",Regional Compagnie Aerienne Europeenne,7775,,Fokker 100,,,54,0,,,Pau, France,,
2/6/07,,"East Bay Cay, Turks & Caicos Islands",Air Turks & Caicos,,,Beechcraft Super King Air B200,,,6,1,,,East Bay Cay, Turks & Caicos Islands,,
2/7/07,,"Belgrade, Montana",Metro Aviation,,,Beechcraft Super King Air B200,,,3,3,,,Belgrade, Montana,,
3/7/07,,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,200,,Boeing B-737-497,,,140,22,,,Yogyakarta, Indonesia,,
3/8/07,,"Princeville, Hawaii",Heli-USA Airways,,,Aerospatiale AS350BA Rotocraft,,,7,4,,,Princeville, Hawaii,,
3/11/07,,"Hanea, Kauai, Hawaii",Inter-Island,,,MDonnell Douglas 369FF Rotocraft,,,5,1,,,Hanea, Kauai, Hawaii,
3/14/07,,"Fazenda Nossa Senhora de Lourdes, Brazil",,,,Rockwell 500S Shrike Commander,,,4,4,,,Fazenda Nossa Senhora de Lourdes, Brazil,,
3/17/07,,"Samara, Russia",UTAir Airlines,471,,Tupelov 134AK,,,57,6,,,Samara, Russia,,
3/23/07,,"Mogadishu, Somalia",Transaviaexport Airlines,,,Ilushin Il-76TD,,,11,11,,,Mogadishu, Somalia,,
4/25/07,,"Near Kopinang, Guyana",Air Services,,,Pilatus Britten Norman BN-2A-27 Islander,,,5,3,,,Near Kopinang, Guyana,,
4/27/07,,"Shatoi, Chechnya",Military - Russian,,,Mi 8,,,18,18,,,Shatoi, Chechnya,,
5/5/07,,"Near Dizangue, Cameroon",Kenya Airways,507,,Boeing B-737-8AL,,,114,114,,,Near Dizangue, Cameroon,,
5/6/07,,"Near El-Thamad, Egypt",Military - French Air Force,,,de Havilland Canada DHC-6 Twin Otter,,,9,9,,,Near El-Thamad, Egypt,,
5/17/07,,"Walikale Airstrip, Congo",Safe Air Complany,,,Let 410UVP,,,3,3,,,Walikale Airstrip, Congo,,
5/24/07,,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,,,de Havilland Canada DHC-6 Twin Otter 300,,,20,13,,,Near Pampa Hermosa, Peru,,
6/3/07,,"Freetown, Sierra Leone",Paramount Airlilnes,,,Mi-8,,,22,21,,,Freetown, Sierra Leone,,
6/4/07,,"Near Milwaukee, Wisconson",University of Michigan Health System,,,Cessna 550 Citation II,,,6,6,,,Near Milwaukee, Wisconson,,
6/13/07,,"Selenge province, Mongolia",Mongolian Defense Ministry,,,Mi-8,,,22,15,,,Selenge province, Mongolia,,
6/16/07,,"Vungano Hills, Malawi",Nyika Safaris,,,Cessna 206,,,6,6,,,Vungano Hills, Malawi,,
6/21/07,,"Near Kamina, Congo",Karibu Airways,,,Let 410UVP,,,25,1,,,Near Kamina, Congo,,
6/25/07,,"Near Sihanoukville, Cambodia",PMT Air,241,,Antonov AN-24V,,,22,22,,,Near Sihanoukville, Cambodia,,
6/28/07,,"M'Banza Congo, Angola",TAAG Angola Airlines,,,Boeing 737-2M2,,,78,5,,,M'Banza Congo, Angola,,
7/5/07,,"Culiacan, Mexico",Jett Paqueteria SA,,,North American CT-39A Sabreline,,,3,3,,,Culiacan, Mexico,,
7/5/07,,"Connemara, Ireland",Charter - Private,,,Cessna 208B Grand Caravan,,,9,2,,,Connemara, Ireland,,
7/8/07,,"Muncho Lake, British Columbia, Canada",Liard Air,,,de Havilland DHC-6 Twim Otter 100,,,5,1,,,Muncho Lake, British Columbia, Canada,
7/17/07,,"Sao Paulo, Brazil",TAM (Brazil),3054,,Airbus A-320-233,,,187,187,,,Sao Paulo, Brazil,,
7/23/07,,"Near Shinile, Ethiopia",Djibouti Airlines,,,Antonov AN-26V,,,9,1,,,Near Shinile, Ethiopia,,
7/24/07,,"Rudyerd Bay, Alaska",Taquan Air Service,,,de Havilland DHC-2 MK.1 Beaver,,,5,5,,,Rudyerd Bay, Alaska,,
7/29/07,,"Moscow, Russia",Atran,9655,,Antonov AN-12BP,,,9,9,,,Moscow, Russia,,
8/5/07,,"Near Ruidoso, New Mexico",Southwest Medivac,,,Beechcraft King Air E-90,,,5,5,,,Near Ruidoso, New Mexico,,
8/9/07,,"Off Moorea, French Polynesia",Air Moorea,1121,,de Havilland Canada DHC-6 Twin Otter 300,,,20,20,,,Off Moorea, French Polynesia,,
8/16/07,,"Near Ketchikan, Alaska",SeaWind Aviation,,,de Havilland Canada DHC-2 Beaver,,,10,6,,,Near Ketchikan, Alaska,,
8/22/07,,"Near Kirkuk, Iraq",Military - U.S. Army,,,UH-60 Blackhawk helilcopter,,,14,14,,,Near Kirkuk, Iraq,,
8/22/07,,"Near Curitiba, Brazil",Two Taxi Aero,,,Embraer EMB-110P1 Bandeirant,,,2,2,,,Near Curitiba, Brazil,,
8/26/07,,"Kongolo, DemocratiRepubliCongo",Great Lakes Business Complany,,,Antonov AN-32,,,15,14,,,Kongolo, DemocratiRepubliCongo,,
9/7/07,,"Goma, DemocratiRepubliCongo",Galaxy Kavatsi Airlines,,,Antonov AN-12BP,,,8,8,,,Goma, DemocratiRepubliCongo,,
1/12/08,,"Blace, Macedonia",Military - Macedonian Air Force,,,Mi-17 Helicopter,,,11,11,,,Blace, Macedonia,,
9/16/07,,"Phuket, Thailand",One-Two-Go Airlines,269,,McDonnell Douglas MD-82,,,130,90,,,Phuket, Thailand,,
9/24/07,,"Malemba Nkulu, DR Congo",Karibu Airways,,,Let 410,,,6,1,,,Malemba Nkulu, DR Congo,,
10/4/07,,"Kinshasa, DR Congo",Africa One Congo,,,Antonov AN-26,,,22,21,,,Kinshasa, DR Congo,,
10/4/07,,"Alamosa, Colorado",SceniAir Tours,,,Beechcraft King Air C90A,,,3,3,,,Alamosa, Colorado,,
10/7/07,,"White Pass, Washington",Kapowsin Air Sports,,,Cessna 208 Caravan,,,10,10,,,White Pass, Washington,,
10/8/07,,"Near Cubarral, Colombia",Nacional de Aviacion,,,Let 410 UVP-E10A,,,18,18,,,Near Cubarral, Colombia,,
11/4/07,,"Sao Paulo, Brazil",Reali Taxi Aereo,,,Learjet 35A,,,2,2,,,Sao Paulo, Brazil,,
11/8/07,,"Khartoum, Sudan",Juba Air Cargo,,,Antonov 12,,,4,0,,,Khartoum, Sudan,,
11/30/07,,"Near Isparta, Turkey",Atlasjet Airlines,4203,,McDonnell Douglas MD-83,,,57,57,,,Near Isparta, Turkey,,
12/3/07,,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",,,Eurocopter Deutschland BK117C1,,,4,4,,,Off Whittier, Alaska,,
12/5/07,,"Columbus, Ohio",Castle Aviation,,,Cessna 208B Caravan I Super Cargomaster,,,2,2,,,Columbus, Ohio,,
12/9/07,,"Kiev, Ukraine",Fun Air,,,Beechcraft King Air C90B,,,5,5,,,Kiev, Ukraine,,
1/4/08,,"Los Roques, Venezuela",Transaven,,,Let 410 UVP-E3,,,18,18,,,Los Roques, Venezuela,,
1/5/08,,"Kodiak, Alaska",Servant Air,,,Piper PA-31-350 Navajo,,,10,6,,,Kodiak, Alaska,,
1/14/08,,"Off Lihu, Hawaii",Apline Aviation,,,Beechcraft 1900C-1,,,1,1,,,Off Lihu, Hawaii,,
1/17/08,,"London, England",British Airways,,,Boeing 777-236ER,,,152,0,,,London, England,,
1/19/08,,"Near Huambo, Angola",Gira Globo Charter,,,Beechcraft King Air B200,,,13,13,,,Near Huambo, Angola,,
1/23/08,,"Miroslawiec, Poland",Military - Polish Air Force,,,CASA C-295M,,,20,20,,,Miroslawiec, Poland,,
1/26/08,,"Near Malinau, Indonesia",Dirgantara Air Service,,,CASA NC-212-200,,,3,3,,,Near Malinau, Indonesia,,
2/21/08,,"Merida, Venezuela",Santa Barbara Airlines,518,,ATR-42-300,,,46,46,,,Merida, Venezuela,,
2/26/08,,"Off Macae , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service Air Taxi,,,Eurocopter  AS332L2 Super Puma,,,20,5,,,Off Macae , Rio de Janeiro , Brazil,
3/3/08,,"Near Bethani, Nepal",United Nations Mission,,,Mi-17,,,10,10,,,Near Bethani, Nepal,,
3/15/08,,"Nbagu, Nigeria",Trade Wings Aviation Ltd.,,,Beechcraft 1900D,,,3,3,,,Nbagu, Nigeria,,
4/3/08,,"Lawa, Suriname",Blue Wing Airlines,,,Antonov An-28,,,19,19,,,Lawa, Suriname,,
4/9/08,,"Bundeena, Australia",Avtex Air Services,,,Swearingen SA227AC Metroliner III,,,1,1,,,Bundeena, Australia,,
4/11/08,,"Chrisinau, Moldova",Kata Transportation,,,Antonov An-32,,,8,8,,,Chrisinau, Moldova,,
4/15/08,,"Goma, Congo",Hewa Bora Airways,,,McDonnell Douglas DC-9-51,,,85,0,,,Goma, Congo,,
4/16/08,,"Off Annobon Island, Equatorial Guinea",Military - Government of Equatorial Guinea,,,Antonov An-32B,,,13,13,,,Off Annobon Island, Equatorial Guinea,,
4/28/08,,"Off Crimea, Black Sea",Naftogaz,,,Mil Mi-8T,,,20,20,,,Off Crimea, Black Sea,,
5/2/08,,"Near Rumbek, Sudan",Southern Sudan Air Connection,,,Beechcraft 1900C,,,24,24,,,Near Rumbek, Sudan,,
5/17/08,,"Stehekin, Washington",Chelan Air Service,,,de Havilland Canada DHC-2 Mark I Beaver,,,5,2,,,Stehekin, Washington,,
5/23/08,,"Billings, Montana",Alpine Aviation��,5008,,Beechcraft 1900C,,,1,1,,,Billings, Montana,,
5/24/08,,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,,,Eurocopter AS350D Astar,,,6,4,,,Two Harbors, Catalina Island, California,
5/26/08,,"Near Chelyabinsk, Russia",Moskovia Airlines,,,Antonov An-12,,,9,9,,,Near Chelyabinsk, Russia,,
5/29/08,,"Panama City, Panama",Military - Servicio Aereo Nacional,,,Bell UN-1N Huey,,,12,11,,,Panama City, Panama,,
5/30/08,,"Tegucigalpa, Honduras",TACA International Airlines,390,,Airbus A-320-233,,,136,3,,,Tegucigalpa, Honduras,,
6/7/08,,"Yeco, Chile",Patagonia Airlines,,,Cessna 208 Grand Caravan,,,10,10,,,Yeco, Chile,,
6/8/08,,"Huntsville, Texas",PHI Air Medical,,,Bell 407,,,4,4,,,Huntsville, Texas,,
6/10/08,,"Khartoum, Sudan",Sudan Airways,548,,Airbus A-310-324,,,214,32,,,Khartoum, Sudan,,
6/18/08,,"Hyannis, Massachusetts",Wiggins Airways,,,de Havilland Canada DHC-6 Twin Otter 100,,,1,1,,,Hyannis, Massachusetts,,
6/20/08,,"Bannang Sata, Thailand",Military - Thai Army,,,Bell UH-1N,,,10,10,,,Bannang Sata, Thailand,,
6/26/08,,"Near Salak Mountain, Indonesia",Military - Indonesian Air Force,,,CASA NC-212,,,18,18,,,Near Salak Mountain, Indonesia,,
6/27/08,,"Near Malakal, Sudan",Juba Air Cargo,,,Antonov 12BK,,,8,7,,,Near Malakal, Sudan,,
6/29/08,,"Flagstaff, Arizona",Air Methods / ClassiHelicopters,,,Bell 407 / Bell 407,,,7,6,,,Flagstaff, Arizona,,
6/30/08,,"Near Khartoum, Sudan",Ababeel Aviaition,,,Ilysushin Il-76TD,,,4,4,,,Near Khartoum, Sudan,,
7/6/08,,"Saltillo, Mexico",USA Jet Airlines,199,,Douglas DC9-15F,,,2,1,,,Saltillo, Mexico,,
7/7/08,,"Near Bogota, Colombia",Centurian Air Cargo,,,Boeing B-747-209BSF,,,8,0,,,Near Bogota, Colombia,,
7/10/08,,"Puerto Montt, Chile",Aerocord,,,Beechcraft 99A,,,9,9,,,Puerto Montt, Chile,,
7/31/08,,"Owatonna, Minnesota",East Coast Jets,81,,British Aerospace BAe-125-800A,,,8,8,,,Owatonna, Minnesota,,
8/3/08,,"North Vancouver Island, British Colombia, Canada",PacifiCoast Airlines,,,Grumman G-21A Goose,,,7,5,,,North Vancouver Island, British Colombia, Canada,
8/5/08,,"Near Junction City, California",Junction City Fire Department,,,Sikorsky S-61N,,,13,9,,,Near Junction City, California,,
8/6/08,,"Sunat Tanon, Thailand",Military - Royal Thai Air Force,,,Bell Huey UH-1H,,,10,10,,,Sunat Tanon, Thailand,,
8/13/08,,"K-50 Airport, Somalia",Fly 540,,,Fokker F-27 Friendship 500,,,3,3,,,K-50 Airport, Somalia,,
8/20/08,,"Madrid, Spain",Spanair,5022,,McDonnell Douglas MD-82,,,172,154,,,Madrid, Spain,,
8/24/08,,"Near Caba̱as, Guatemala",A̩reo Ruta Maya,,,Cessna 208B Grand Caravan,,,14,11,,,Near Caba̱as, Guatemala,,
8/24/08,,"Bishkek, Kyrgyzstan",Itek Air,6895,,Boeing B-737-219,,,90,68,,,Bishkek, Kyrgyzstan,,
8/30/08,,"Near Toacaso, Ecuador",Conviasa,,,Boeing B-737-291,,,3,3,,,Near Toacaso, Ecuador,,
9/1/08,,"Near Bukavu, Congo",Air Serv Internatiional/CemAir,,,Beechcraft 1900C-1,,,17,17,,,Near Bukavu, Congo,,
9/1/08,,"Columbus, Ohio",Air Tahoma,,,Convair CV-580,,,3,3,,,Columbus, Ohio,,
9/3/08,,"Off Dubai, United Arab Emirates",Aerogulf,,,Bell 212,,,7,7,,,Off Dubai, United Arab Emirates,,
9/14/08,,"Perm, Russia",Aeroflot,821,,Boeing B-737-505,,,88,88,,,Perm, Russia,,
9/19/08,,"Columbia, South Carolina",Global Executive Aviation,,,Learjet 60,,,6,4,,,Columbia, South Carolina,,
9/27/08,,"Camp Springs, Maryland",Maryland State Police,,,Aerospatiale SA365N-1 Dauphin II,,,5,4,,,Camp Springs, Maryland,,
10/8/08,,"Lukla, Nepal",Yeti Airlines,,,de Havilland Canada DHC-6 Twin Otter 300,,,19,18,,,Lukla, Nepal,,
10/15/08,,"Aurora, Illinois",Air Angles Inc.,,,Bell 222,,,4,4,,,Aurora, Illinois,,
11/4/08,,"Mexico City, Mexico",Mexican Government,,,Learjet 45,,,8,8,,,Mexico City, Mexico,,
11/13/08,,"Fallujah, Iraq",Falcon Aviation Group,,,Antonov An-12,,,7,7,,,Fallujah, Iraq,,
11/16/08,,"Thormanby Island, British Columbia, Canada",PacifiCoastal Airlines,,,Grumman G-21A Goose,,,8,7,,,Thormanby Island, British Columbia, Canada,
11/27/08,,"Off Perpignan, France",XL Airways leased from Air New Zealand,,,Airbus A320-232,,,7,7,,,Off Perpignan, France,,
12/3/08,,"San Juan, Puerto Rico",Webstas Aviation Services Inc.,,,Rockwell International 690B,,,3,3,,,San Juan, Puerto Rico,,
12/11/08,,"Off Sabine Pass, Texas",Rotorcraft Leasing Co,,,Bell 206-L4 Jet Ranger III,,,3,3,,,Off Sabine Pass, Texas,,
12/15/08,,Off Turks and Caicos Islands,Alantis Aviation,,,Britten Norman BN-2A Trislander Mk3,,,12,12,,,Off Turks and Caicos Islands,,,
